number,sqrt1 (https://codebase64.org/doku.php?id=base:fast_sqrt),sqrt2 (http://www.6502.org/source/integers/root.htm),sqrt3 (http://www.txbobsc.com/aal/1986/aal8611.html#a1),sqrt5 (http://www.txbobsc.com/aal/1986/aal8609.html#a8),sqrt6 (https://www.bbcelite.com/master/main/subroutine/ll5.html),sqrt7 (http://6502org.wikidot.com/software-math-sqrt),sqrt9 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt9.a),sqrt10 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt10.a),sqrt11 (http://forum.6502.org/viewtopic.php?p=90611#p90611),sqrt12 (https://gitlab.riscosopen.org/RiscOS/Sources/Apps/Diversions/Meteors/-/blob/master/Srce6502/MetSrc2#L961),sqrt13 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt14 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt15 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937)
12692,314,820,72,716,505,494,26,234,283,1128,86,185,60
12693,314,820,72,716,505,494,26,234,283,1128,86,185,60
12694,314,820,72,716,505,494,26,234,283,1128,86,185,60
12695,314,820,72,716,505,494,26,234,283,1128,86,185,60
12696,314,820,72,716,505,494,26,234,283,1128,86,185,60
12697,314,820,72,716,505,494,26,234,283,1128,86,185,60
12698,314,820,72,716,505,494,26,234,283,1128,86,185,60
12699,314,820,72,716,505,494,26,234,283,1128,86,185,60
12700,314,820,72,716,505,494,26,234,283,1128,86,185,60
12701,314,820,72,716,505,494,26,234,283,1128,86,185,60
12702,314,820,72,716,505,494,26,234,283,1128,86,185,60
12703,314,820,72,716,505,494,26,234,283,1128,86,185,60
12704,314,820,72,716,505,494,26,234,283,1128,86,185,60
12705,314,820,72,716,505,494,26,234,283,1128,86,185,60
12706,314,820,72,716,505,494,26,234,283,1128,86,185,60
12707,314,820,72,716,505,494,26,234,283,1128,86,185,60
12708,314,820,72,716,505,494,26,234,283,1128,86,185,60
12709,314,820,72,716,505,494,26,234,283,1128,86,185,60
12710,314,820,72,716,505,494,26,234,283,1128,86,185,60
12711,314,820,72,716,505,494,26,234,283,1128,86,185,60
12712,314,820,72,716,505,494,26,234,283,1128,86,185,60
12713,314,820,72,716,505,494,26,234,283,1128,86,185,60
12714,314,820,72,716,505,494,26,234,283,1128,86,185,60
12715,314,820,72,716,505,494,26,234,283,1128,86,185,60
12716,314,820,72,716,505,494,26,234,283,1128,86,185,60
12717,314,820,72,716,505,494,26,234,283,1128,86,185,60
12718,314,820,72,716,505,494,26,234,283,1128,86,185,60
12719,314,820,72,716,505,494,26,234,283,1128,86,185,60
12720,314,820,72,716,505,494,26,234,283,1128,86,185,60
12721,314,820,72,716,505,494,26,234,283,1128,86,185,60
12722,314,820,72,716,505,494,26,234,283,1128,86,185,60
12723,314,820,72,716,505,494,26,234,283,1128,86,185,60
12724,314,820,72,716,505,494,26,234,283,1128,86,185,60
12725,314,820,72,716,505,494,26,234,283,1128,86,185,60
12726,314,820,72,716,505,494,26,234,283,1128,86,185,60
12727,314,820,72,716,505,494,26,234,283,1128,86,185,60
12728,314,820,72,716,505,494,26,234,283,1128,86,185,60
12729,314,820,72,716,505,494,26,234,283,1128,86,185,60
12730,314,820,72,716,505,494,26,234,283,1128,86,185,60
12731,314,820,72,716,505,494,26,234,283,1128,86,185,60
12732,314,820,72,716,505,494,26,234,283,1128,86,185,60
12733,314,820,72,716,505,494,26,234,283,1128,86,185,60
12734,314,820,72,716,505,494,26,234,283,1128,86,185,60
12735,314,820,72,716,505,494,26,234,283,1128,86,185,60
12736,314,820,72,716,505,494,26,234,283,1128,86,185,73
12737,314,820,72,716,505,494,26,234,283,1128,86,185,73
12738,314,820,72,716,505,494,26,234,283,1128,86,185,73
12739,314,820,72,716,505,494,26,234,283,1128,86,185,73
12740,314,820,72,716,505,494,26,234,283,1128,86,185,73
12741,314,820,72,716,505,494,26,234,283,1128,86,185,73
12742,314,820,72,716,505,494,26,234,283,1128,86,185,73
12743,314,820,72,716,505,494,26,234,283,1128,86,185,73
12744,314,820,72,716,505,494,26,234,283,1128,86,185,73
12745,314,820,72,716,505,494,26,234,283,1128,86,185,73
12746,314,820,72,716,505,494,26,234,283,1128,86,185,73
12747,314,820,72,716,505,494,26,234,283,1128,86,185,73
12748,314,820,72,716,505,494,26,234,283,1128,86,185,73
12749,314,820,72,716,505,494,26,234,283,1128,86,185,73
12750,314,820,72,716,505,494,26,234,283,1128,86,185,73
12751,314,820,72,716,505,494,26,234,283,1128,86,185,73
12752,314,820,72,716,505,494,26,234,283,1128,86,185,73
12753,314,820,72,716,505,494,26,234,283,1128,86,185,73
12754,314,820,72,716,505,494,26,234,283,1128,86,185,73
12755,314,820,72,716,505,494,26,234,283,1128,86,185,73
12756,314,820,72,716,505,494,26,234,283,1128,86,185,73
12757,314,820,72,716,505,494,26,234,283,1128,86,185,73
12758,314,820,72,716,505,494,26,234,283,1128,86,185,73
12759,314,820,72,716,505,494,26,234,283,1128,86,185,73
12760,314,820,72,716,505,494,26,234,283,1128,86,185,73
12761,314,820,72,716,505,494,26,234,283,1128,86,185,73
12762,314,820,72,716,505,494,26,234,283,1128,86,185,73
12763,314,820,72,716,505,494,26,234,283,1128,86,185,73
12764,314,820,72,716,505,494,26,234,283,1128,86,185,73
12765,314,820,72,716,505,494,26,234,283,1128,86,185,73
12766,314,820,72,716,505,494,26,234,283,1128,86,185,73
12767,314,820,72,716,505,494,26,234,283,1128,86,185,73
12768,314,820,72,716,511,494,26,234,283,1128,86,185,73
12769,315,842,82,726,523,499,35,235,274,1151,104,186,73
12770,315,842,82,726,523,499,35,235,289,1151,104,186,73
12771,315,842,82,726,523,499,35,235,289,1151,104,186,73
12772,315,842,82,726,520,499,35,235,289,1165,104,186,73
12773,315,842,82,726,520,499,35,235,289,1165,104,186,73
12774,315,842,82,726,520,499,35,235,289,1165,104,186,73
12775,315,842,82,726,520,499,35,235,289,1165,104,186,73
12776,315,842,82,726,520,499,35,235,289,1165,104,186,73
12777,315,842,82,726,520,499,35,235,289,1165,104,186,73
12778,315,842,82,726,520,499,35,235,289,1165,104,186,73
12779,315,842,82,726,520,499,35,235,289,1165,104,186,73
12780,315,842,82,726,520,499,35,235,289,1165,104,186,73
12781,315,842,82,726,520,499,35,235,289,1165,104,186,73
12782,315,842,82,726,520,499,35,235,289,1165,104,186,73
12783,315,842,82,726,520,499,35,235,289,1165,104,186,73
12784,315,842,82,726,520,499,35,235,289,1165,104,186,73
12785,315,842,82,726,520,499,35,235,289,1165,104,186,73
12786,315,842,82,726,520,499,35,235,289,1165,104,186,73
12787,315,842,82,726,520,499,35,235,289,1165,104,186,73
12788,315,842,82,726,520,499,35,235,289,1165,104,186,73
12789,315,842,82,726,520,499,35,235,289,1165,104,186,73
12790,315,842,82,726,520,499,35,235,289,1165,104,186,73
12791,315,842,82,726,520,499,35,235,289,1165,104,186,73
12792,315,842,82,726,520,499,35,235,289,1165,104,186,73
12793,315,842,82,726,520,499,35,235,289,1165,104,186,73
12794,315,842,82,726,520,499,35,235,289,1165,104,186,73
12795,315,842,82,726,520,499,35,235,289,1165,104,186,73
12796,315,842,82,726,520,499,35,235,289,1165,104,186,73
12797,315,842,82,726,520,499,35,235,289,1165,104,186,73
12798,315,842,82,726,520,499,35,235,289,1165,104,186,73
12799,315,842,82,726,520,499,35,235,289,1165,104,186,73
12800,315,835,72,726,520,499,26,235,277,1165,109,186,60
12801,315,835,72,726,520,499,26,235,277,1165,109,186,60
12802,315,835,72,726,520,499,26,235,277,1165,109,186,60
12803,315,835,72,726,520,499,26,235,277,1165,109,186,60
12804,315,835,72,726,520,499,26,235,277,1165,109,186,60
12805,315,835,72,726,520,499,26,235,277,1165,109,186,60
12806,315,835,72,726,520,499,26,235,277,1165,109,186,60
12807,315,835,72,726,520,499,26,235,277,1165,109,186,60
12808,315,835,72,726,520,499,26,235,277,1165,109,186,60
12809,315,835,72,726,520,499,26,235,277,1165,109,186,60
12810,315,835,72,726,520,499,26,235,277,1165,109,186,60
12811,315,835,72,726,520,499,26,235,277,1165,109,186,60
12812,315,835,72,726,520,499,26,235,277,1165,109,186,60
12813,315,835,72,726,520,499,26,235,277,1165,109,186,60
12814,315,835,72,726,520,499,26,235,277,1165,109,186,60
12815,315,835,72,726,520,499,26,235,277,1165,109,186,60
12816,315,835,72,726,520,499,26,235,277,1165,109,186,60
12817,315,835,72,726,520,499,26,235,277,1165,109,186,60
12818,315,835,72,726,520,499,26,235,277,1165,109,186,60
12819,315,835,72,726,520,499,26,235,277,1165,109,186,60
12820,315,835,72,726,520,499,26,235,277,1165,109,186,60
12821,315,835,72,726,520,499,26,235,277,1165,109,186,60
12822,315,835,72,726,520,499,26,235,277,1165,109,186,60
12823,315,835,72,726,520,499,26,235,277,1165,109,186,60
12824,315,835,72,726,520,499,26,235,277,1165,109,186,60
12825,315,835,72,726,520,499,26,235,277,1165,109,186,60
12826,315,835,72,726,520,499,26,235,277,1165,109,186,60
12827,315,835,72,726,520,499,26,235,277,1165,109,186,60
12828,315,835,72,726,520,499,26,235,277,1165,109,186,60
12829,315,835,72,726,520,499,26,235,277,1165,109,186,60
12830,315,835,72,726,520,499,26,235,277,1165,109,186,60
12831,315,835,72,726,520,499,26,235,277,1165,109,186,60
12832,315,835,72,726,520,499,26,235,277,1165,109,186,60
12833,315,835,72,726,520,499,26,235,277,1165,109,186,60
12834,315,835,72,726,520,499,26,235,277,1165,109,186,60
12835,315,835,72,726,520,499,26,235,277,1165,109,186,60
12836,315,835,72,726,520,499,26,235,277,1165,109,186,60
12837,315,835,72,726,520,499,26,235,277,1165,109,186,60
12838,315,835,72,726,520,499,26,235,277,1165,109,186,60
12839,315,835,72,726,520,499,26,235,277,1165,109,186,60
12840,315,835,72,726,520,499,26,235,277,1165,109,186,60
12841,315,835,72,726,520,499,26,235,277,1165,109,186,60
12842,315,835,72,726,520,499,26,235,277,1165,109,186,60
12843,315,835,72,726,520,499,26,235,277,1165,109,186,60
12844,315,835,72,726,520,499,26,235,277,1165,109,186,60
12845,315,835,72,726,520,499,26,235,277,1165,109,186,60
12846,315,835,72,726,520,499,26,235,277,1165,109,186,60
12847,315,835,72,726,520,499,26,235,277,1165,109,186,60
12848,315,835,72,726,520,499,26,235,277,1165,109,186,60
12849,315,835,72,726,520,499,26,235,277,1165,109,186,60
12850,315,835,72,726,520,499,26,235,277,1165,109,186,60
12851,315,835,72,726,520,499,26,235,277,1165,109,186,60
12852,315,835,72,726,520,499,26,235,277,1165,109,186,60
12853,315,835,72,726,520,499,26,235,277,1165,109,186,60
12854,315,835,72,726,520,499,26,235,277,1165,109,186,60
12855,315,835,72,726,520,499,26,235,277,1165,109,186,60
12856,315,835,72,726,520,499,26,235,277,1165,109,186,60
12857,315,835,72,726,520,499,26,235,277,1165,109,186,60
12858,315,835,72,726,520,499,26,235,277,1165,109,186,60
12859,315,835,72,726,520,499,26,235,277,1165,109,186,60
12860,315,835,72,726,520,499,26,235,277,1165,109,186,60
12861,315,835,72,726,520,499,26,235,277,1165,109,186,60
12862,315,835,72,726,520,499,26,235,277,1165,109,186,60
12863,315,835,72,726,520,499,26,235,277,1165,109,186,60
12864,315,835,72,726,520,499,26,235,277,1165,109,186,73
12865,315,835,72,726,520,499,26,235,277,1165,109,186,73
12866,315,835,72,726,520,499,26,235,277,1165,109,186,73
12867,315,835,72,726,520,499,26,235,277,1165,109,186,73
12868,315,835,72,726,520,499,26,235,277,1165,109,186,73
12869,315,835,72,726,520,499,26,235,277,1165,109,186,73
12870,315,835,72,726,520,499,26,235,277,1165,109,186,73
12871,315,835,72,726,520,499,26,235,277,1165,109,186,73
12872,315,835,72,726,520,499,26,235,277,1165,109,186,73
12873,315,835,72,726,520,499,26,235,277,1165,109,186,73
12874,315,835,72,726,520,499,26,235,277,1165,109,186,73
12875,315,835,72,726,520,499,26,235,277,1165,109,186,73
12876,315,835,72,726,520,499,26,235,277,1165,109,186,73
12877,315,835,72,726,520,499,26,235,277,1165,109,186,73
12878,315,835,72,726,520,499,26,235,277,1165,109,186,73
12879,315,835,72,726,520,499,26,235,277,1165,109,186,73
12880,315,835,72,726,520,499,26,235,277,1165,109,186,73
12881,315,835,72,726,520,499,26,235,277,1165,109,186,73
12882,315,835,72,726,520,499,26,235,277,1165,109,186,73
12883,315,835,72,726,520,499,26,235,277,1165,109,186,73
12884,315,835,72,726,520,499,26,235,277,1165,109,186,73
12885,315,835,72,726,520,499,26,235,277,1165,109,186,73
12886,315,835,72,726,520,499,26,235,277,1165,109,186,73
12887,315,835,72,726,520,499,26,235,277,1165,109,186,73
12888,315,835,72,726,520,499,26,235,277,1165,109,186,73
12889,315,835,72,726,520,499,26,235,277,1165,109,186,73
12890,315,835,72,726,520,499,26,235,277,1165,109,186,73
12891,315,835,72,726,520,499,26,235,277,1165,109,186,73
12892,315,835,72,726,520,499,26,235,277,1165,109,186,73
12893,315,835,72,726,520,499,26,235,277,1165,109,186,73
12894,315,835,72,726,520,499,26,235,277,1165,109,186,73
12895,315,835,72,726,520,499,26,235,277,1165,109,186,73
12896,315,835,72,726,520,499,26,235,277,1165,109,186,73
12897,315,835,72,726,520,499,26,235,277,1165,109,186,73
12898,315,835,72,726,520,499,26,235,277,1165,109,186,73
12899,315,835,72,726,520,499,26,235,277,1165,109,186,73
12900,315,835,72,726,520,499,26,235,277,1165,109,186,73
12901,315,835,72,726,520,499,26,235,277,1165,109,186,73
12902,315,835,72,726,520,499,26,235,277,1165,109,186,73
12903,315,835,72,726,520,499,26,235,277,1165,109,186,73
12904,315,835,72,726,520,499,26,235,277,1165,109,186,73
12905,315,835,72,726,520,499,26,235,277,1165,109,186,73
12906,315,835,72,726,520,499,26,235,277,1165,109,186,73
12907,315,835,72,726,520,499,26,235,277,1165,109,186,73
12908,315,835,72,726,520,499,26,235,277,1165,109,186,73
12909,315,835,72,726,520,499,26,235,277,1165,109,186,73
12910,315,835,72,726,520,499,26,235,277,1165,109,186,73
12911,315,835,72,726,520,499,26,235,277,1165,109,186,73
12912,315,835,72,726,520,499,26,235,277,1165,109,186,73
12913,315,835,72,726,520,499,26,235,277,1165,109,186,73
12914,315,835,72,726,520,499,26,235,277,1165,109,186,73
12915,315,835,72,726,520,499,26,235,277,1165,109,186,73
12916,315,835,72,726,520,499,26,235,277,1165,109,186,73
12917,315,835,72,726,520,499,26,235,277,1165,109,186,73
12918,315,835,72,726,520,499,26,235,277,1165,109,186,73
12919,315,835,72,726,520,499,26,235,277,1165,109,186,73
12920,315,835,72,726,520,499,26,235,277,1165,109,186,73
12921,315,835,72,726,520,499,26,235,277,1165,109,186,73
12922,315,835,72,726,520,499,26,235,277,1165,109,186,73
12923,315,835,72,726,520,499,26,235,277,1165,109,186,73
12924,315,835,72,726,520,499,26,235,277,1165,109,186,73
12925,315,835,72,726,520,499,26,235,277,1165,109,186,73
12926,315,835,72,726,520,499,26,235,277,1165,109,186,73
12927,315,835,72,726,520,499,26,235,277,1165,109,186,73
12928,315,835,72,726,520,499,26,235,277,1165,109,186,60
12929,315,835,72,726,520,499,26,235,277,1165,109,186,60
12930,315,835,72,726,520,499,26,235,277,1165,109,186,60
12931,315,835,72,726,520,499,26,235,277,1165,109,186,60
12932,315,835,72,726,520,499,26,235,277,1165,109,186,60
12933,315,835,72,726,520,499,26,235,277,1165,109,186,60
12934,315,835,72,726,520,499,26,235,277,1165,109,186,60
12935,315,835,72,726,520,499,26,235,277,1165,109,186,60
12936,315,835,72,726,520,499,26,235,277,1165,109,186,60
12937,315,835,72,726,520,499,26,235,277,1165,109,186,60
12938,315,835,72,726,520,499,26,235,277,1165,109,186,60
12939,315,835,72,726,520,499,26,235,277,1165,109,186,60
12940,315,835,72,726,520,499,26,235,277,1165,109,186,60
12941,315,835,72,726,520,499,26,235,277,1165,109,186,60
12942,315,835,72,726,520,499,26,235,277,1165,109,186,60
12943,315,835,72,726,520,499,26,235,277,1165,109,186,60
12944,315,835,72,726,520,499,26,235,277,1165,109,186,60
12945,315,835,72,726,520,499,26,235,277,1165,109,186,60
12946,315,835,72,726,520,499,26,235,277,1165,109,186,60
12947,315,835,72,726,520,499,26,235,277,1165,109,186,60
12948,315,835,72,726,520,499,26,235,277,1165,109,186,60
12949,315,835,72,726,520,499,26,235,277,1165,109,186,60
12950,315,835,72,726,520,499,26,235,277,1165,109,186,60
12951,315,835,72,726,520,499,26,235,277,1165,109,186,60
12952,315,835,72,726,520,499,26,235,277,1165,109,186,60
12953,315,835,72,726,520,499,26,235,277,1165,109,186,60
12954,315,835,72,726,520,499,26,235,277,1165,109,186,60
12955,315,835,72,726,520,499,26,235,277,1165,109,186,60
12956,315,835,72,726,520,499,26,235,277,1165,109,186,60
12957,315,835,72,726,520,499,26,235,277,1165,109,186,60
12958,315,835,72,726,520,499,26,235,277,1165,109,186,60
12959,315,835,72,726,520,499,26,235,277,1165,109,186,60
12960,315,835,72,726,520,499,26,235,277,1165,109,186,60
12961,315,835,72,726,520,499,26,235,277,1165,109,186,60
12962,315,835,72,726,520,499,26,235,277,1165,109,186,60
12963,315,835,72,726,520,499,26,235,277,1165,109,186,60
12964,315,835,72,726,520,499,26,235,277,1165,109,186,60
12965,315,835,72,726,520,499,26,235,277,1165,109,186,60
12966,315,835,72,726,520,499,26,235,277,1165,109,186,60
12967,315,835,72,726,520,499,26,235,277,1165,109,186,60
12968,315,835,72,726,520,499,26,235,277,1165,109,186,60
12969,315,835,72,726,520,499,26,235,277,1165,109,186,60
12970,315,835,72,726,520,499,26,235,277,1165,109,186,60
12971,315,835,72,726,520,499,26,235,277,1165,109,186,60
12972,315,835,72,726,520,499,26,235,277,1165,109,186,60
12973,315,835,72,726,520,499,26,235,277,1165,109,186,60
12974,315,835,72,726,520,499,26,235,277,1165,109,186,60
12975,315,835,72,726,520,499,26,235,277,1165,109,186,60
12976,315,835,72,726,520,499,26,235,277,1165,109,186,60
12977,315,835,72,726,520,499,26,235,277,1165,109,186,60
12978,315,835,72,726,520,499,26,235,277,1165,109,186,60
12979,315,835,72,726,520,499,26,235,277,1165,109,186,60
12980,315,835,72,726,520,499,26,235,277,1165,109,186,60
12981,315,835,72,726,520,499,26,235,277,1165,109,186,60
12982,315,835,72,726,520,499,26,235,277,1165,109,186,60
12983,315,835,72,726,520,499,26,235,277,1165,109,186,60
12984,315,835,72,726,520,499,26,235,277,1165,109,186,60
12985,315,835,72,726,520,499,26,235,277,1165,109,186,60
12986,315,835,72,726,520,499,26,235,277,1165,109,186,60
12987,315,835,72,726,520,499,26,235,277,1165,109,186,60
12988,315,835,72,726,520,499,26,235,277,1165,109,186,60
12989,315,835,72,726,520,499,26,235,277,1165,109,186,60
12990,315,835,72,726,520,499,26,235,277,1165,109,186,60
12991,315,835,72,726,520,499,26,235,277,1165,109,186,60
12992,315,835,72,726,526,499,26,235,277,1165,109,186,73
12993,315,835,72,726,526,499,26,235,277,1165,109,186,73
12994,315,835,72,726,526,499,26,235,277,1165,109,186,73
12995,315,835,72,726,526,499,26,235,277,1165,109,186,73
12996,327,842,82,726,523,499,35,240,189,1135,127,194,73
12997,327,842,82,726,523,499,35,240,269,1151,127,194,73
12998,327,842,82,726,523,499,35,240,269,1151,127,194,73
12999,327,842,82,726,523,499,35,240,269,1151,127,194,73
13000,327,842,82,726,523,499,35,240,269,1151,127,194,73
13001,327,842,82,726,523,499,35,240,269,1151,127,194,73
13002,327,842,82,726,523,499,35,240,269,1151,127,194,73
13003,327,842,82,726,523,499,35,240,269,1151,127,194,73
13004,327,842,82,726,523,499,35,240,269,1151,127,194,73
13005,327,842,82,726,523,499,35,240,269,1151,127,194,73
13006,327,842,82,726,523,499,35,240,269,1151,127,194,73
13007,327,842,82,726,523,499,35,240,269,1151,127,194,73
13008,327,842,82,726,520,499,35,240,269,1165,127,194,73
13009,327,842,82,726,520,499,35,240,269,1165,127,194,73
13010,327,842,82,726,520,499,35,240,269,1165,127,194,73
13011,327,842,82,726,520,499,35,240,269,1165,127,194,73
13012,327,842,82,726,520,499,35,240,269,1165,127,194,73
13013,327,842,82,726,520,499,35,240,269,1165,127,194,73
13014,327,842,82,726,520,499,35,240,269,1165,127,194,73
13015,327,842,82,726,520,499,35,240,269,1165,127,194,73
13016,327,842,82,726,520,499,35,240,269,1165,127,194,73
13017,327,842,82,726,520,499,35,240,269,1165,127,194,73
13018,327,842,82,726,520,499,35,240,269,1165,127,194,73
13019,327,842,82,726,520,499,35,240,269,1165,127,194,73
13020,327,842,82,726,520,499,35,240,269,1165,127,194,73
13021,327,842,82,726,520,499,35,240,269,1165,127,194,73
13022,327,842,82,726,520,499,35,240,269,1165,127,194,73
13023,327,842,82,726,520,499,35,240,269,1165,127,194,73
13024,327,842,82,726,520,499,35,240,269,1165,127,194,73
13025,327,842,82,726,520,499,35,240,269,1165,127,194,73
13026,327,842,82,726,520,499,35,240,269,1165,127,194,73
13027,327,842,82,726,520,499,35,240,269,1165,127,194,73
13028,327,842,82,726,520,499,35,240,269,1165,127,194,73
13029,327,842,82,726,520,499,35,240,269,1165,127,194,73
13030,327,842,82,726,520,499,35,240,269,1165,127,194,73
13031,327,842,82,726,520,499,35,240,269,1165,127,194,73
13032,327,842,82,726,520,499,35,240,269,1165,127,194,73
13033,327,842,82,726,520,499,35,240,269,1165,127,194,73
13034,327,842,82,726,520,499,35,240,269,1165,127,194,73
13035,327,842,82,726,520,499,35,240,269,1165,127,194,73
13036,327,842,82,726,520,499,35,240,269,1165,127,194,73
13037,327,842,82,726,520,499,35,240,269,1165,127,194,73
13038,327,842,82,726,520,499,35,240,269,1165,127,194,73
13039,327,842,82,726,520,499,35,240,269,1165,127,194,73
13040,327,842,82,726,520,499,35,240,269,1165,127,194,73
13041,327,842,82,726,520,499,35,240,269,1165,127,194,73
13042,327,842,82,726,520,499,35,240,269,1165,127,194,73
13043,327,842,82,726,520,499,35,240,269,1165,127,194,73
13044,327,842,82,726,520,499,35,240,269,1165,127,194,73
13045,327,842,82,726,520,499,35,240,269,1165,127,194,73
13046,327,842,82,726,520,499,35,240,269,1165,127,194,73
13047,327,842,82,726,520,499,35,240,269,1165,127,194,73
13048,327,842,82,726,520,499,35,240,269,1165,127,194,73
13049,327,842,82,726,520,499,35,240,269,1165,127,194,73
13050,327,842,82,726,520,499,35,240,269,1165,127,194,73
13051,327,842,82,726,520,499,35,240,269,1165,127,194,73
13052,327,842,82,726,520,499,35,240,269,1165,127,194,73
13053,327,842,82,726,520,499,35,240,269,1165,127,194,73
13054,327,842,82,726,520,499,35,240,269,1165,127,194,73
13055,327,842,82,726,520,499,35,240,269,1165,127,194,73
13056,327,842,72,726,520,499,26,240,269,1165,132,194,73
13057,327,842,72,726,520,499,26,240,269,1165,132,194,73
13058,327,842,72,726,520,499,26,240,269,1165,132,194,73
13059,327,842,72,726,520,499,26,240,269,1165,132,194,73
13060,327,842,72,726,520,499,26,240,269,1165,132,194,73
13061,327,842,72,726,520,499,26,240,269,1165,132,194,73
13062,327,842,72,726,520,499,26,240,269,1165,132,194,73
13063,327,842,72,726,520,499,26,240,269,1165,132,194,73
13064,327,842,72,726,520,499,26,240,269,1165,132,194,73
13065,327,842,72,726,520,499,26,240,269,1165,132,194,73
13066,327,842,72,726,520,499,26,240,269,1165,132,194,73
13067,327,842,72,726,520,499,26,240,269,1165,132,194,73
13068,327,842,72,726,520,499,26,240,269,1165,132,194,73
13069,327,842,72,726,520,499,26,240,269,1165,132,194,73
13070,327,842,72,726,520,499,26,240,269,1165,132,194,73
13071,327,842,72,726,520,499,26,240,269,1165,132,194,73
13072,327,842,72,726,520,499,26,240,269,1165,132,194,73
13073,327,842,72,726,520,499,26,240,269,1165,132,194,73
13074,327,842,72,726,520,499,26,240,269,1165,132,194,73
13075,327,842,72,726,520,499,26,240,269,1165,132,194,73
13076,327,842,72,726,520,499,26,240,269,1165,132,194,73
13077,327,842,72,726,520,499,26,240,269,1165,132,194,73
13078,327,842,72,726,520,499,26,240,269,1165,132,194,73
13079,327,842,72,726,520,499,26,240,269,1165,132,194,73
13080,327,842,72,726,520,499,26,240,269,1165,132,194,73
13081,327,842,72,726,520,499,26,240,269,1165,132,194,73
13082,327,842,72,726,520,499,26,240,269,1165,132,194,73
13083,327,842,72,726,520,499,26,240,269,1165,132,194,73
13084,327,842,72,726,520,499,26,240,269,1165,132,194,73
13085,327,842,72,726,520,499,26,240,269,1165,132,194,73
13086,327,842,72,726,520,499,26,240,269,1165,132,194,73
13087,327,842,72,726,520,499,26,240,269,1165,132,194,73
13088,327,842,72,726,520,499,26,240,269,1165,132,194,73
13089,327,842,72,726,520,499,26,240,269,1165,132,194,73
13090,327,842,72,726,520,499,26,240,269,1165,132,194,73
13091,327,842,72,726,520,499,26,240,269,1165,132,194,73
13092,327,842,72,726,520,499,26,240,269,1165,132,194,73
13093,327,842,72,726,520,499,26,240,269,1165,132,194,73
13094,327,842,72,726,520,499,26,240,269,1165,132,194,73
13095,327,842,72,726,520,499,26,240,269,1165,132,194,73
13096,327,842,72,726,520,499,26,240,269,1165,132,194,73
13097,327,842,72,726,520,499,26,240,269,1165,132,194,73
13098,327,842,72,726,520,499,26,240,269,1165,132,194,73
13099,327,842,72,726,520,499,26,240,269,1165,132,194,73
13100,327,842,72,726,520,499,26,240,269,1165,132,194,73
13101,327,842,72,726,520,499,26,240,269,1165,132,194,73
13102,327,842,72,726,520,499,26,240,269,1165,132,194,73
13103,327,842,72,726,520,499,26,240,269,1165,132,194,73
13104,327,842,72,726,520,499,26,240,269,1165,132,194,73
13105,327,842,72,726,520,499,26,240,269,1165,132,194,73
13106,327,842,72,726,520,499,26,240,269,1165,132,194,73
13107,327,842,72,726,520,499,26,240,269,1165,132,194,73
13108,327,842,72,726,520,499,26,240,269,1165,132,194,73
13109,327,842,72,726,520,499,26,240,269,1165,132,194,73
13110,327,842,72,726,520,499,26,240,269,1165,132,194,73
13111,327,842,72,726,520,499,26,240,269,1179,132,194,73
13112,327,842,72,726,520,499,26,240,269,1179,132,194,73
13113,327,842,72,726,520,499,26,240,269,1179,132,194,73
13114,327,842,72,726,520,499,26,240,269,1179,132,194,73
13115,327,842,72,726,520,499,26,240,269,1179,132,194,73
13116,327,842,72,726,520,499,26,240,269,1179,132,194,73
13117,327,842,72,726,520,499,26,240,269,1179,132,194,73
13118,327,842,72,726,520,499,26,240,269,1179,132,194,73
13119,327,842,72,726,520,499,26,240,269,1179,132,194,73
13120,327,842,72,726,520,499,26,240,269,1179,132,194,60
13121,327,842,72,726,520,499,26,240,269,1179,132,194,60
13122,327,842,72,726,520,499,26,240,269,1179,132,194,60
13123,327,842,72,726,520,499,26,240,269,1179,132,194,60
13124,327,842,72,726,520,499,26,240,269,1179,132,194,60
13125,327,842,72,726,520,499,26,240,269,1179,132,194,60
13126,327,842,72,726,520,499,26,240,269,1179,132,194,60
13127,327,842,72,726,520,499,26,240,269,1179,132,194,60
13128,327,842,72,726,520,499,26,240,269,1179,132,194,60
13129,327,842,72,726,520,499,26,240,269,1179,132,194,60
13130,327,842,72,726,520,499,26,240,269,1179,132,194,60
13131,327,842,72,726,520,499,26,240,269,1179,132,194,60
13132,327,842,72,726,520,499,26,240,269,1179,132,194,60
13133,327,842,72,726,520,499,26,240,269,1179,132,194,60
13134,327,842,72,726,520,499,26,240,269,1179,132,194,60
13135,327,842,72,726,520,499,26,240,269,1179,132,194,60
13136,327,842,72,726,520,499,26,240,269,1179,132,194,60
13137,327,842,72,726,520,499,26,240,269,1179,132,194,60
13138,327,842,72,726,520,499,26,240,269,1179,132,194,60
13139,327,842,72,726,520,499,26,240,269,1179,132,194,60
13140,327,842,72,726,520,499,26,240,269,1179,132,194,60
