number,sqrt1 (https://codebase64.org/doku.php?id=base:fast_sqrt),sqrt2 (http://www.6502.org/source/integers/root.htm),sqrt3 (http://www.txbobsc.com/aal/1986/aal8611.html#a1),sqrt5 (http://www.txbobsc.com/aal/1986/aal8609.html#a8),sqrt6 (https://www.bbcelite.com/master/main/subroutine/ll5.html),sqrt7 (http://6502org.wikidot.com/software-math-sqrt),sqrt9 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt9.a),sqrt10 (https://github.com/TobyLobster/sqrt_test/blob/main/sqrt/sqrt10.a),sqrt11 (http://forum.6502.org/viewtopic.php?p=90611#p90611),sqrt12 (https://gitlab.riscosopen.org/RiscOS/Sources/Apps/Diversions/Meteors/-/blob/master/Srce6502/MetSrc2#L961),sqrt13 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt14 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937),sqrt15 (https://stardot.org.uk/forums/viewtopic.php?p=367937#p367937)
57850,319,832,33,726,514,499,34,229,224,1181,77,184,19
57851,319,832,33,726,514,499,34,229,224,1181,77,184,19
57852,319,832,33,726,514,499,34,229,224,1181,77,184,19
57853,319,832,33,726,514,499,34,229,224,1181,77,184,19
57854,319,832,33,726,514,499,34,229,224,1181,77,184,19
57855,319,832,33,726,514,499,34,229,224,1181,77,184,19
57856,319,842,25,726,514,499,26,229,234,1181,91,184,25
57857,319,842,25,726,514,499,26,229,234,1181,91,184,25
57858,319,842,25,726,514,499,26,229,234,1181,91,184,25
57859,319,842,25,726,514,499,26,229,234,1181,91,184,25
57860,319,842,25,726,514,499,26,229,234,1181,91,184,25
57861,319,842,25,726,514,499,26,229,234,1181,91,184,25
57862,319,842,25,726,514,499,26,229,234,1181,91,184,25
57863,319,842,25,726,514,499,26,229,234,1181,91,184,25
57864,319,842,25,726,514,499,26,229,234,1181,91,184,25
57865,319,842,25,726,514,499,26,229,234,1181,91,184,25
57866,319,842,25,726,514,499,26,229,234,1181,91,184,25
57867,319,842,25,726,514,499,26,229,234,1181,91,184,25
57868,319,842,25,726,514,499,26,229,234,1181,91,184,25
57869,319,842,25,726,514,499,26,229,234,1181,91,184,25
57870,319,842,25,726,514,499,26,229,234,1181,91,184,25
57871,319,842,25,726,514,499,26,229,234,1181,91,184,25
57872,319,842,25,726,514,499,26,229,234,1181,91,184,25
57873,319,842,25,726,514,499,26,229,234,1181,91,184,25
57874,319,842,25,726,514,499,26,229,234,1181,91,184,25
57875,319,842,25,726,514,499,26,229,234,1181,91,184,25
57876,319,842,25,726,514,499,26,229,234,1181,91,184,25
57877,319,842,25,726,514,499,26,229,234,1181,91,184,25
57878,319,842,25,726,514,499,26,229,234,1181,91,184,25
57879,319,842,25,726,514,499,26,229,234,1181,91,184,25
57880,319,842,25,726,514,499,26,229,234,1181,91,184,25
57881,319,842,25,726,514,499,26,229,234,1181,91,184,25
57882,319,842,25,726,514,499,26,229,234,1181,91,184,25
57883,319,842,25,726,514,499,26,229,234,1181,91,184,25
57884,319,842,25,726,514,499,26,229,234,1181,91,184,25
57885,319,842,25,726,514,499,26,229,234,1181,91,184,25
57886,319,842,25,726,514,499,26,229,234,1181,91,184,25
57887,319,842,25,726,514,499,26,229,234,1181,91,184,25
57888,319,842,25,726,514,499,26,229,234,1181,91,184,25
57889,319,842,25,726,514,499,26,229,234,1181,91,184,25
57890,319,842,25,726,514,499,26,229,234,1181,91,184,25
57891,319,842,25,726,514,499,26,229,234,1181,91,184,25
57892,319,842,25,726,514,499,26,229,234,1181,91,184,25
57893,319,842,25,726,514,499,26,229,234,1181,91,184,25
57894,319,842,25,726,514,499,26,229,234,1181,91,184,25
57895,319,842,25,726,514,499,26,229,234,1181,91,184,25
57896,319,842,25,726,514,499,26,229,234,1181,91,184,25
57897,319,842,25,726,514,499,26,229,234,1181,91,184,25
57898,319,842,25,726,514,499,26,229,234,1181,91,184,25
57899,319,842,25,726,514,499,26,229,234,1181,91,184,25
57900,319,842,25,726,514,499,26,229,234,1181,91,184,25
57901,319,842,25,726,514,499,26,229,234,1181,91,184,25
57902,319,842,25,726,514,499,26,229,234,1181,91,184,25
57903,319,842,25,726,514,499,26,229,234,1181,91,184,25
57904,319,842,25,726,514,499,26,229,234,1181,91,184,25
57905,319,842,25,726,514,499,26,229,234,1181,91,184,25
57906,319,842,25,726,514,499,26,229,234,1181,91,184,25
57907,319,842,25,726,514,499,26,229,234,1181,91,184,25
57908,319,842,25,726,514,499,26,229,234,1181,91,184,25
57909,319,842,25,726,514,499,26,229,234,1181,91,184,25
57910,319,842,25,726,514,499,26,229,234,1181,91,184,25
57911,319,842,25,726,514,499,26,229,234,1181,91,184,25
57912,319,842,25,726,514,499,26,229,234,1181,91,184,25
57913,319,842,25,726,514,499,26,229,234,1181,91,184,25
57914,319,842,25,726,514,499,26,229,234,1181,91,184,25
57915,319,842,25,726,514,499,26,229,234,1181,91,184,25
57916,319,842,25,726,514,499,26,229,234,1181,91,184,25
57917,319,842,25,726,514,499,26,229,234,1181,91,184,25
57918,319,842,25,726,514,499,26,229,234,1181,91,184,25
57919,319,842,25,726,514,499,26,229,234,1181,91,184,25
57920,319,842,25,726,514,499,26,229,234,1181,91,184,25
57921,319,842,25,726,514,499,26,229,234,1181,91,184,25
57922,319,842,25,726,514,499,26,229,234,1181,91,184,25
57923,319,842,25,726,514,499,26,229,234,1181,91,184,25
57924,319,842,25,726,514,499,26,229,234,1181,91,184,25
57925,319,842,25,726,514,499,26,229,234,1181,91,184,25
57926,319,842,25,726,514,499,26,229,234,1181,91,184,25
57927,319,842,25,726,514,499,26,229,234,1181,91,184,25
57928,319,842,25,726,514,499,26,229,234,1181,91,184,25
57929,319,842,25,726,514,499,26,229,234,1181,91,184,25
57930,319,842,25,726,514,499,26,229,234,1181,91,184,25
57931,319,842,25,726,514,499,26,229,234,1181,91,184,25
57932,319,842,25,726,514,499,26,229,234,1181,91,184,25
57933,319,842,25,726,514,499,26,229,234,1181,91,184,25
57934,319,842,25,726,514,499,26,229,234,1181,91,184,25
57935,319,842,25,726,514,499,26,229,234,1181,91,184,25
57936,319,842,25,726,514,499,26,229,234,1181,91,184,25
57937,319,842,25,726,514,499,26,229,234,1181,91,184,25
57938,319,842,25,726,514,499,26,229,234,1181,91,184,25
57939,319,842,25,726,514,499,26,229,234,1181,91,184,25
57940,319,842,25,726,514,499,26,229,234,1181,91,184,25
57941,319,842,25,726,514,499,26,229,234,1181,91,184,25
57942,319,842,25,726,514,499,26,229,234,1181,91,184,25
57943,319,842,25,726,514,499,26,229,234,1181,91,184,25
57944,319,842,25,726,514,499,26,229,234,1181,91,184,25
57945,319,842,25,726,514,499,26,229,234,1181,91,184,25
57946,319,842,25,726,514,499,26,229,234,1181,91,184,25
57947,319,842,25,726,514,499,26,229,234,1181,91,184,25
57948,319,842,25,726,514,499,26,229,234,1181,91,184,25
57949,319,842,25,726,514,499,26,229,234,1181,91,184,25
57950,319,842,25,726,514,499,26,229,234,1181,91,184,25
57951,319,842,25,726,514,499,26,229,234,1181,91,184,25
57952,319,842,25,726,514,499,26,229,234,1181,91,184,25
57953,319,842,25,726,514,499,26,229,234,1181,91,184,25
57954,319,842,25,726,514,499,26,229,234,1181,91,184,25
57955,319,842,25,726,514,499,26,229,234,1181,91,184,25
57956,319,842,25,726,514,499,26,229,234,1181,91,184,25
57957,319,842,25,726,514,499,26,229,234,1181,91,184,25
57958,319,842,25,726,514,499,26,229,234,1181,91,184,25
57959,319,842,25,726,514,499,26,229,234,1181,91,184,25
57960,319,842,25,726,514,499,26,229,234,1181,91,184,25
57961,319,842,25,726,514,499,26,229,234,1181,91,184,25
57962,319,842,25,726,514,499,26,229,234,1181,91,184,25
57963,319,842,25,726,514,499,26,229,234,1181,91,184,25
57964,319,842,25,726,514,499,26,229,234,1181,91,184,25
57965,319,842,25,726,514,499,26,229,234,1181,91,184,25
57966,319,842,25,726,514,499,26,229,234,1181,91,184,25
57967,319,842,25,726,514,499,26,229,234,1181,91,184,25
57968,319,842,25,726,514,499,26,229,234,1181,91,184,25
57969,319,842,25,726,514,499,26,229,234,1181,91,184,25
57970,319,842,25,726,514,499,26,229,234,1181,91,184,25
57971,319,842,25,726,514,499,26,229,234,1181,91,184,25
57972,319,842,25,726,514,499,26,229,234,1181,91,184,25
57973,319,842,25,726,514,499,26,229,234,1181,91,184,25
57974,319,842,25,726,514,499,26,229,234,1181,91,184,25
57975,319,842,25,726,514,499,26,229,234,1181,91,184,25
57976,319,842,25,726,514,499,26,229,234,1181,91,184,25
57977,319,842,25,726,514,499,26,229,234,1181,91,184,25
57978,319,842,25,726,514,499,26,229,234,1181,91,184,25
57979,319,842,25,726,514,499,26,229,234,1181,91,184,25
57980,319,842,25,726,514,499,26,229,234,1181,91,184,25
57981,319,842,25,726,514,499,26,229,234,1181,91,184,25
57982,319,842,25,726,514,499,26,229,234,1181,91,184,25
57983,319,842,25,726,514,499,26,229,234,1181,91,184,25
57984,319,842,25,726,514,499,26,229,234,1181,91,184,25
57985,319,842,25,726,514,499,26,229,234,1181,91,184,25
57986,319,842,25,726,514,499,26,229,234,1181,91,184,25
57987,319,842,25,726,514,499,26,229,234,1181,91,184,25
57988,319,842,25,726,514,499,26,229,234,1181,91,184,25
57989,319,842,25,726,514,499,26,229,234,1181,91,184,25
57990,319,842,25,726,514,499,26,229,234,1181,91,184,25
57991,319,842,25,726,514,499,26,229,234,1181,91,184,25
57992,319,842,25,726,514,499,26,229,234,1181,91,184,25
57993,319,842,25,726,514,499,26,229,234,1181,91,184,25
57994,319,842,25,726,514,499,26,229,234,1181,91,184,25
57995,319,842,25,726,514,499,26,229,234,1181,91,184,25
57996,319,842,25,726,514,499,26,229,234,1181,91,184,25
57997,319,842,25,726,514,499,26,229,234,1181,91,184,25
57998,319,842,25,726,514,499,26,229,234,1181,91,184,25
57999,319,842,25,726,514,499,26,229,234,1181,91,184,25
58000,319,842,25,726,514,499,26,229,234,1181,91,184,25
58001,319,842,25,726,514,499,26,229,234,1181,91,184,25
58002,319,842,25,726,514,499,26,229,234,1181,91,184,25
58003,319,842,25,726,514,499,26,229,234,1181,91,184,25
58004,319,842,25,726,514,499,26,229,234,1181,91,184,25
58005,319,842,25,726,514,499,26,229,234,1181,91,184,25
58006,319,842,25,726,514,499,26,229,234,1181,91,184,25
58007,319,842,25,726,514,499,26,229,234,1181,91,184,25
58008,319,842,25,726,514,499,26,229,234,1181,91,184,25
58009,319,842,25,726,514,499,26,229,234,1181,91,184,25
58010,319,842,25,726,514,499,26,229,234,1181,91,184,25
58011,319,842,25,726,514,499,26,229,234,1181,91,184,25
58012,319,842,25,726,514,499,26,229,234,1181,91,184,25
58013,319,842,25,726,514,499,26,229,234,1181,91,184,25
58014,319,842,25,726,514,499,26,229,234,1181,91,184,25
58015,319,842,25,726,514,499,26,229,234,1181,91,184,25
58016,319,842,25,726,514,499,26,229,234,1181,91,184,25
58017,319,842,25,726,514,499,26,229,234,1181,91,184,25
58018,319,842,25,726,514,499,26,229,234,1181,91,184,25
58019,319,842,25,726,514,499,26,229,234,1181,91,184,25
58020,319,842,25,726,514,499,26,229,234,1181,91,184,25
58021,319,842,25,726,514,499,26,229,234,1181,91,184,25
58022,319,842,25,726,514,499,26,229,234,1181,91,184,25
58023,319,842,25,726,514,499,26,229,234,1181,91,184,25
58024,319,842,25,726,514,499,26,229,234,1181,91,184,25
58025,319,842,25,726,514,499,26,229,234,1181,91,184,25
58026,319,842,25,726,514,499,26,229,234,1181,91,184,25
58027,319,842,25,726,514,499,26,229,234,1181,91,184,25
58028,319,842,25,726,514,499,26,229,234,1181,91,184,25
58029,319,842,25,726,514,499,26,229,234,1181,91,184,25
58030,319,842,25,726,514,499,26,229,234,1181,91,184,25
58031,319,842,25,726,514,499,26,229,234,1181,91,184,25
58032,319,842,25,726,514,499,26,229,234,1181,91,184,25
58033,319,842,25,726,514,499,26,229,234,1181,91,184,25
58034,319,842,25,726,514,499,26,229,234,1181,91,184,25
58035,319,842,25,726,514,499,26,229,234,1181,91,184,25
58036,319,842,25,726,514,499,26,229,234,1181,91,184,25
58037,319,842,25,726,514,499,26,229,234,1181,91,184,25
58038,319,842,25,726,514,499,26,229,234,1181,91,184,25
58039,319,842,25,726,514,499,26,229,234,1181,91,184,25
58040,319,842,25,726,514,499,26,229,234,1181,91,184,25
58041,319,842,25,726,514,499,26,229,234,1181,91,184,25
58042,319,842,25,726,514,499,26,229,234,1181,91,184,25
58043,319,842,25,726,514,499,26,229,234,1181,91,184,25
58044,319,842,25,726,514,499,26,229,234,1181,91,184,25
58045,319,842,25,726,514,499,26,229,234,1181,91,184,25
58046,319,842,25,726,514,499,26,229,234,1181,91,184,25
58047,319,842,25,726,514,499,26,229,234,1181,91,184,25
58048,319,842,25,726,514,499,26,229,234,1181,91,184,25
58049,319,842,25,726,514,499,26,229,234,1181,91,184,25
58050,319,842,25,726,514,499,26,229,234,1181,91,184,25
58051,319,842,25,726,514,499,26,229,234,1181,91,184,25
58052,319,842,25,726,514,499,26,229,234,1181,91,184,25
58053,319,842,25,726,514,499,26,229,234,1181,91,184,25
58054,319,842,25,726,514,499,26,229,234,1181,91,184,25
58055,319,842,25,726,514,499,26,229,234,1181,91,184,25
58056,319,842,25,726,514,499,26,229,234,1181,91,184,25
58057,319,842,25,726,514,499,26,229,234,1181,91,184,25
58058,319,842,25,726,514,499,26,229,234,1181,91,184,25
58059,319,842,25,726,514,499,26,229,234,1181,91,184,25
58060,319,842,25,726,514,499,26,229,234,1181,91,184,25
58061,319,842,25,726,514,499,26,229,234,1181,91,184,25
58062,319,842,25,726,514,499,26,229,234,1181,91,184,25
58063,319,842,25,726,514,499,26,229,234,1181,91,184,25
58064,319,842,25,726,514,499,26,229,234,1181,91,184,25
58065,319,842,25,726,514,499,26,229,234,1181,91,184,25
58066,319,842,25,726,514,499,26,229,234,1181,91,184,25
58067,319,842,25,726,514,499,26,229,234,1181,91,184,25
58068,319,842,25,726,514,499,26,229,234,1181,91,184,25
58069,319,842,25,726,514,499,26,229,234,1181,91,184,25
58070,319,842,25,726,514,499,26,229,234,1181,91,184,25
58071,319,842,25,726,514,499,26,229,234,1181,91,184,25
58072,319,842,25,726,514,499,26,229,234,1181,91,184,25
58073,319,842,25,726,514,499,26,229,234,1181,91,184,25
58074,319,842,25,726,514,499,26,229,234,1181,91,184,25
58075,319,842,25,726,514,499,26,229,234,1181,91,184,25
58076,319,842,25,726,514,499,26,229,234,1181,91,184,25
58077,319,842,25,726,514,499,26,229,234,1181,91,184,25
58078,319,842,25,726,514,499,26,229,234,1181,91,184,25
58079,319,842,25,726,514,499,26,229,234,1181,91,184,25
58080,319,842,25,726,520,499,26,229,234,1181,91,184,25
58081,320,864,34,736,532,504,35,230,70,1204,99,185,25
58082,320,864,34,736,532,504,35,230,224,1204,99,185,25
58083,320,864,34,736,532,504,35,230,224,1204,99,185,25
58084,320,864,34,736,529,504,35,230,224,1218,99,185,25
58085,320,864,34,736,529,504,35,230,224,1218,99,185,25
58086,320,864,34,736,529,504,35,230,224,1218,99,185,25
58087,320,864,34,736,529,504,35,230,224,1218,99,185,25
58088,320,864,34,736,529,504,35,230,224,1218,99,185,25
58089,320,864,34,736,529,504,35,230,224,1218,99,185,25
58090,320,864,34,736,529,504,35,230,224,1218,99,185,25
58091,320,864,34,736,529,504,35,230,224,1218,99,185,25
58092,320,864,34,736,529,504,35,230,224,1218,99,185,25
58093,320,864,34,736,529,504,35,230,224,1218,99,185,25
58094,320,864,34,736,529,504,35,230,224,1218,99,185,25
58095,320,864,34,736,529,504,35,230,224,1218,99,185,25
58096,320,864,34,736,529,504,35,230,224,1218,99,185,25
58097,320,864,34,736,529,504,35,230,224,1218,99,185,25
58098,320,864,34,736,529,504,35,230,224,1218,99,185,25
58099,320,864,34,736,529,504,35,230,224,1218,99,185,25
58100,320,864,34,736,529,504,35,230,224,1218,99,185,25
58101,320,864,34,736,529,504,35,230,224,1218,99,185,25
58102,320,864,34,736,529,504,35,230,224,1218,99,185,25
58103,320,864,34,736,529,504,35,230,224,1218,99,185,25
58104,320,864,34,736,529,504,35,230,224,1218,99,185,25
58105,320,864,34,736,529,504,35,230,224,1218,99,185,25
58106,320,864,34,736,529,504,35,230,224,1218,99,185,25
58107,320,864,34,736,529,504,35,230,224,1218,99,185,25
58108,320,864,34,736,529,504,35,230,224,1218,99,185,25
58109,320,864,34,736,529,504,35,230,224,1218,99,185,25
58110,320,864,34,736,529,504,35,230,224,1218,99,185,25
58111,320,864,34,736,529,504,35,230,224,1218,99,185,25
58112,305,857,25,736,529,504,26,218,211,1218,104,173,20
58113,305,857,25,736,529,504,26,218,211,1218,104,173,20
58114,305,857,25,736,529,504,26,218,211,1218,104,173,20
58115,305,857,25,736,529,504,26,218,211,1218,104,173,20
58116,305,857,25,736,529,504,26,218,211,1218,104,173,20
58117,305,857,25,736,529,504,26,218,211,1218,104,173,20
58118,305,857,25,736,529,504,26,218,211,1218,104,173,20
58119,305,857,25,736,529,504,26,218,211,1218,104,173,20
58120,305,857,25,736,529,504,26,218,211,1218,104,173,20
58121,305,857,25,736,529,504,26,218,211,1218,104,173,20
58122,305,857,25,736,529,504,26,218,211,1218,104,173,20
58123,305,857,25,736,529,504,26,218,211,1218,104,173,20
58124,305,857,25,736,529,504,26,218,211,1218,104,173,20
58125,305,857,25,736,529,504,26,218,211,1218,104,173,20
58126,305,857,25,736,529,504,26,218,211,1218,104,173,20
58127,305,857,25,736,529,504,26,218,211,1218,104,173,20
58128,305,857,25,736,529,504,26,218,211,1218,104,173,20
58129,305,857,25,736,529,504,26,218,211,1218,104,173,20
58130,305,857,25,736,529,504,26,218,211,1218,104,173,20
58131,305,857,25,736,529,504,26,218,211,1218,104,173,20
58132,305,857,25,736,529,504,26,218,211,1218,104,173,20
58133,305,857,25,736,529,504,26,218,211,1218,104,173,20
58134,305,857,25,736,529,504,26,218,211,1218,104,173,20
58135,305,857,25,736,529,504,26,218,211,1218,104,173,20
58136,305,857,25,736,529,504,26,218,211,1218,104,173,20
58137,305,857,25,736,529,504,26,218,211,1218,104,173,20
58138,305,857,25,736,529,504,26,218,211,1218,104,173,20
58139,305,857,25,736,529,504,26,218,211,1218,104,173,20
58140,305,857,25,736,529,504,26,218,211,1218,104,173,20
58141,305,857,25,736,529,504,26,218,211,1218,104,173,20
58142,305,857,25,736,529,504,26,218,211,1218,104,173,20
58143,305,857,25,736,529,504,26,218,211,1218,104,173,20
58144,305,857,25,736,529,504,26,218,211,1218,104,173,20
58145,305,857,25,736,529,504,26,218,211,1218,104,173,20
58146,305,857,25,736,529,504,26,218,211,1218,104,173,20
58147,305,857,25,736,529,504,26,218,211,1218,104,173,20
58148,305,857,25,736,529,504,26,218,211,1218,104,173,20
58149,305,857,25,736,529,504,26,218,211,1218,104,173,20
58150,305,857,25,736,529,504,26,218,211,1218,104,173,20
58151,305,857,25,736,529,504,26,218,211,1218,104,173,20
58152,305,857,25,736,529,504,26,218,211,1218,104,173,20
58153,305,857,25,736,529,504,26,218,211,1218,104,173,20
58154,305,857,25,736,529,504,26,218,211,1218,104,173,20
58155,305,857,25,736,529,504,26,218,211,1218,104,173,20
58156,305,857,25,736,529,504,26,218,211,1218,104,173,20
58157,305,857,25,736,529,504,26,218,211,1218,104,173,20
58158,305,857,25,736,529,504,26,218,211,1218,104,173,20
58159,305,857,25,736,529,504,26,218,211,1218,104,173,20
58160,305,857,25,736,529,504,26,218,211,1218,104,173,20
58161,305,857,25,736,529,504,26,218,211,1218,104,173,20
58162,305,857,25,736,529,504,26,218,211,1218,104,173,20
58163,305,857,25,736,529,504,26,218,211,1218,104,173,20
58164,305,857,25,736,529,504,26,218,211,1218,104,173,20
58165,305,857,25,736,529,504,26,218,211,1218,104,173,20
58166,305,857,25,736,529,504,26,218,211,1218,104,173,20
58167,305,857,25,736,529,504,26,218,211,1218,104,173,20
58168,305,857,25,736,529,504,26,218,211,1218,104,173,20
58169,305,857,25,736,529,504,26,218,211,1218,104,173,20
58170,305,857,25,736,529,504,26,218,211,1218,104,173,20
58171,305,857,25,736,529,504,26,218,211,1218,104,173,20
58172,305,857,25,736,529,504,26,218,211,1218,104,173,20
58173,305,857,25,736,529,504,26,218,211,1218,104,173,20
58174,305,857,25,736,529,504,26,218,211,1218,104,173,20
58175,305,857,25,736,529,504,26,218,211,1218,104,173,20
58176,305,857,25,736,529,504,26,218,211,1218,104,173,20
58177,305,857,25,736,529,504,26,218,211,1218,104,173,20
58178,305,857,25,736,529,504,26,218,211,1218,104,173,20
58179,305,857,25,736,529,504,26,218,211,1218,104,173,20
58180,305,857,25,736,529,504,26,218,211,1218,104,173,20
58181,305,857,25,736,529,504,26,218,211,1218,104,173,20
58182,305,857,25,736,529,504,26,218,211,1218,104,173,20
58183,305,857,25,736,529,504,26,218,211,1218,104,173,20
58184,305,857,25,736,529,504,26,218,211,1218,104,173,20
58185,305,857,25,736,529,504,26,218,211,1218,104,173,20
58186,305,857,25,736,529,504,26,218,211,1218,104,173,20
58187,305,857,25,736,529,504,26,218,211,1218,104,173,20
58188,305,857,25,736,529,504,26,218,211,1218,104,173,20
58189,305,857,25,736,529,504,26,218,211,1218,104,173,20
58190,305,857,25,736,529,504,26,218,211,1218,104,173,20
58191,305,857,25,736,529,504,26,218,211,1218,104,173,20
58192,305,857,25,736,529,504,26,218,211,1218,104,173,20
58193,305,857,25,736,529,504,26,218,211,1218,104,173,20
58194,305,857,25,736,529,504,26,218,211,1218,104,173,20
58195,305,857,25,736,529,504,26,218,211,1218,104,173,20
58196,305,857,25,736,529,504,26,218,211,1218,104,173,20
58197,305,857,25,736,529,504,26,218,211,1218,104,173,20
58198,305,857,25,736,529,504,26,218,211,1218,104,173,20
58199,305,857,25,736,529,504,26,218,211,1218,104,173,20
58200,305,857,25,736,529,504,26,218,211,1218,104,173,20
58201,305,857,25,736,529,504,26,218,211,1218,104,173,20
58202,305,857,25,736,529,504,26,218,211,1218,104,173,20
58203,305,857,25,736,529,504,26,218,211,1218,104,173,20
58204,305,857,25,736,529,504,26,218,211,1218,104,173,20
58205,305,857,25,736,529,504,26,218,211,1218,104,173,20
58206,305,857,25,736,529,504,26,218,211,1218,104,173,20
58207,305,857,25,736,529,504,26,218,211,1218,104,173,20
58208,305,857,25,736,529,504,26,218,211,1218,104,173,20
58209,305,857,25,736,529,504,26,218,211,1218,104,173,20
58210,305,857,25,736,529,504,26,218,211,1218,104,173,20
58211,305,857,25,736,529,504,26,218,211,1218,104,173,20
58212,305,857,25,736,529,504,26,218,211,1218,104,173,20
58213,305,857,25,736,529,504,26,218,211,1218,104,173,20
58214,305,857,25,736,529,504,26,218,211,1218,104,173,20
58215,305,857,25,736,529,504,26,218,211,1218,104,173,20
58216,305,857,25,736,529,504,26,218,211,1218,104,173,20
58217,305,857,25,736,529,504,26,218,211,1218,104,173,20
58218,305,857,25,736,529,504,26,218,211,1218,104,173,20
58219,305,857,25,736,529,504,26,218,211,1218,104,173,20
58220,305,857,25,736,529,504,26,218,211,1218,104,173,20
58221,305,857,25,736,529,504,26,218,211,1218,104,173,20
58222,305,857,25,736,529,504,26,218,211,1218,104,173,20
58223,305,857,25,736,529,504,26,218,211,1218,104,173,20
58224,305,857,25,736,529,504,26,218,211,1218,104,173,20
58225,305,857,25,736,529,504,26,218,211,1218,104,173,20
58226,305,857,25,736,529,504,26,218,211,1218,104,173,20
58227,305,857,25,736,529,504,26,218,211,1218,104,173,20
58228,305,857,25,736,529,504,26,218,211,1218,104,173,20
58229,305,857,25,736,529,504,26,218,211,1218,104,173,20
58230,305,857,25,736,529,504,26,218,211,1218,104,173,20
58231,305,857,25,736,529,504,26,218,211,1218,104,173,20
58232,305,857,25,736,529,504,26,218,211,1218,104,173,20
58233,305,857,25,736,529,504,26,218,211,1218,104,173,20
58234,305,857,25,736,529,504,26,218,211,1218,104,173,20
58235,305,857,25,736,529,504,26,218,211,1218,104,173,20
58236,305,857,25,736,529,504,26,218,211,1218,104,173,20
58237,305,857,25,736,529,504,26,218,211,1218,104,173,20
58238,305,857,25,736,529,504,26,218,211,1218,104,173,20
58239,305,857,25,736,529,504,26,218,211,1218,104,173,20
58240,305,857,25,736,529,504,26,218,211,1218,104,173,20
58241,305,857,25,736,529,504,26,218,211,1218,104,173,20
58242,305,857,25,736,529,504,26,218,211,1218,104,173,20
58243,305,857,25,736,529,504,26,218,211,1218,104,173,20
58244,305,857,25,736,529,504,26,218,211,1218,104,173,20
58245,305,857,25,736,529,504,26,218,211,1218,104,173,20
58246,305,857,25,736,529,504,26,218,211,1218,104,173,20
58247,305,857,25,736,529,504,26,218,211,1218,104,173,20
58248,305,857,25,736,529,504,26,218,211,1218,104,173,20
58249,305,857,25,736,529,504,26,218,211,1218,104,173,20
58250,305,857,25,736,529,504,26,218,211,1218,104,173,20
58251,305,857,25,736,529,504,26,218,211,1218,104,173,20
58252,305,857,25,736,529,504,26,218,211,1218,104,173,20
58253,305,857,25,736,529,504,26,218,211,1218,104,173,20
58254,305,857,25,736,529,504,26,218,211,1218,104,173,20
58255,305,857,25,736,529,504,26,218,211,1218,104,173,20
58256,305,857,25,736,529,504,26,218,211,1218,104,173,20
58257,305,857,25,736,529,504,26,218,211,1218,104,173,20
58258,305,857,25,736,529,504,26,218,211,1218,104,173,20
58259,305,857,25,736,529,504,26,218,211,1218,104,173,20
58260,305,857,25,736,529,504,26,218,211,1218,104,173,20
58261,305,857,25,736,529,504,26,218,211,1218,104,173,20
58262,305,857,25,736,529,504,26,218,211,1218,104,173,20
58263,305,857,25,736,529,504,26,218,211,1218,104,173,20
58264,305,857,25,736,529,504,26,218,211,1218,104,173,20
58265,305,857,25,736,529,504,26,218,211,1218,104,173,20
58266,305,857,25,736,529,504,26,218,211,1218,104,173,20
58267,305,857,25,736,529,504,26,218,211,1218,104,173,20
58268,305,857,25,736,529,504,26,218,211,1218,104,173,20
58269,305,857,25,736,529,504,26,218,211,1218,104,173,20
58270,305,857,25,736,529,504,26,218,211,1218,104,173,20
58271,305,857,25,736,529,504,26,218,211,1218,104,173,20
58272,305,857,25,736,529,504,26,218,211,1218,104,173,20
58273,305,857,25,736,529,504,26,218,211,1218,104,173,20
58274,305,857,25,736,529,504,26,218,211,1218,104,173,20
58275,305,857,25,736,529,504,26,218,211,1218,104,173,20
58276,305,857,25,736,529,504,26,218,211,1218,104,173,20
58277,305,857,25,736,529,504,26,218,211,1218,104,173,20
58278,305,857,25,736,529,504,26,218,211,1218,104,173,20
58279,305,857,25,736,529,504,26,218,211,1218,104,173,20
58280,305,857,25,736,529,504,26,218,211,1218,104,173,20
58281,305,857,25,736,529,504,26,218,211,1218,104,173,20
58282,305,857,25,736,529,504,26,218,211,1218,104,173,20
58283,305,857,25,736,529,504,26,218,211,1218,104,173,20
58284,305,857,25,736,529,504,26,218,211,1218,104,173,20
58285,305,857,25,736,529,504,26,218,211,1218,104,173,20
58286,305,857,25,736,529,504,26,218,211,1218,104,173,20
58287,305,857,25,736,529,504,26,218,211,1218,104,173,20
58288,305,857,25,736,529,504,26,218,211,1218,104,173,20
58289,305,857,25,736,529,504,26,218,211,1218,104,173,20
58290,305,857,25,736,529,504,26,218,211,1218,104,173,20
58291,305,857,25,736,529,504,26,218,211,1218,104,173,20
58292,305,857,25,736,529,504,26,218,211,1218,104,173,20
58293,305,857,25,736,529,504,26,218,211,1218,104,173,20
58294,305,857,25,736,529,504,26,218,211,1218,104,173,20
58295,305,857,25,736,529,504,26,218,211,1218,104,173,20
58296,305,857,25,736,529,504,26,218,211,1218,104,173,20
58297,305,857,25,736,529,504,26,218,211,1218,104,173,20
58298,305,857,25,736,529,504,26,218,211,1218,104,173,20
